Rk,year,TM,player,college,yrs,G,MP,PTS,TRB,AST,FG,3p%,FT,WS,ws48,BPM,VORP
11,1986,DET,John Salley,Georgia Tech,11,748,22.1,7,4.5,1.2,0.506,0.214,0.714,41.5,0.121,0.5,10.5
12,1986,WSB,John Williams,LSU,8,435,25.2,10.1,5.1,2.9,0.451,0.225,0.704,19.9,0.087,1.2,8.8
13,1986,NJN,Pearl Washington,Syracuse,3,194,20.8,8.6,1.9,3.8,0.452,0.184,0.746,1.9,0.023,-1.7,0.3
14,1986,POR,Walter Berry,St. John's,3,205,23.7,14.1,4.7,1.4,0.539,0.2,0.638,8.2,0.081,-1,1.2
15,1986,UTA,Dell Curry,Virginia Tech,16,1083,21.7,11.7,2.4,1.8,0.457,0.402,0.843,41.5,0.085,0.9,17.1
16,1986,DEN,Maurice Martin,Saint Joseph's,2,69,6.1,3,0.9,0.7,0.378,0.211,0.598,-0.3,-0.033,-6,-0.4
17,1986,SAC,Harold Pressley,Villanova,4,299,22.7,9,4.5,2.1,0.437,0.358,0.778,10,0.07,0.3,4
18,1986,DEN,Mark Alarie,Duke,5,325,16.9,7.5,3.4,1.1,0.475,0.252,0.775,8.4,0.073,-2.3,-0.5
19,1986,ATL,Billy Thompson,Louisville,6,300,22.3,8.6,5.4,1.7,0.505,0.154,0.674,9.6,0.069,-1.3,1.2
20,1986,HOU,Buck Johnson,Alabama,7,505,23.5,9.1,3.5,1.7,0.488,0.113,0.738,20.8,0.084,-1.4,1.7
21,1986,WSB,Anthony Jones,UNLV,3,164,10.4,3.6,1.3,0.7,0.393,0.306,0.74,0.8,0.022,-2.8,-0.3
22,1986,MIL,Scott Skiles,Michigan State,10,600,28,11.1,2.5,6.5,0.435,0.379,0.889,30.4,0.087,-0.4,6.7
23,1986,LAL,Ken Barlow,Notre Dame,,,,,,,,,,,,,
24,1986,POR,Arvydas Sabonis,,7,470,24.2,12,7.3,2.1,0.5,0.328,0.786,47.3,0.2,4.4,18.4
25,1986,DAL,Mark Price,Georgia Tech,12,722,29.9,15.2,2.6,6.7,0.472,0.402,0.904,71.1,0.158,3.7,31.1
26,1986,IND,Greg Dreiling,Kansas,10,474,8.9,2.1,2.1,0.4,0.467,0.333,0.649,4,0.045,-5.3,-3.5
27,1986,DET,Dennis Rodman,Southeastern Oklahoma State University,14,911,31.7,7.3,13.1,1.8,0.521,0.231,0.584,89.8,0.15,0.9,21
28,1986,CHI,Larry Krystkowiak,Montana,9,420,21.7,8.2,4.9,1.2,0.457,0.139,0.795,15.6,0.082,-2.7,-1.6
29,1986,CLE,Johnny Newman,Richmond,16,1159,24.5,11,2.2,1.5,0.461,0.336,0.81,50.3,0.085,-1.6,2.9
30,1986,SEA,Nate McMillan,NC State,12,796,25.7,5.9,4,6.1,0.443,0.343,0.65,50.2,0.118,3.3,27.2
31,1986,PHO,Joe Ward,Georgia,,,,,,,,,,,,,
32,1986,ATL,Cedric Henderson,Georgia,1,8,2,1.4,1,0,0.5,,1,0,-0.015,-8.6,0
33,1986,SAS,Kevin Duckworth,Eastern Illinois University,11,684,25.5,11.8,5.8,0.9,0.468,0.208,0.736,24.7,0.068,-3.8,-7.6
34,1986,SAC,Johnny Rogers,"University of California, Irvine",2,69,9.2,3.6,1.5,0.4,0.472,0,0.679,0.4,0.032,-4.8,-0.4
35,1986,DAL,Milt Wagner,Louisville,2,53,9.4,4.1,0.7,1.4,0.422,0.296,0.875,0.4,0.039,-4,-0.2
36,1986,WSB,Steve Mitchell,University of Alabama at Birmingham,,,,,,,,,,,,,
37,1986,POR,Parragiotis Fasoulas,NC State,,,,,,,,,,,,,
38,1986,SEA,Lemone Lampley,DePaul,,,,,,,,,,,,,
39,1986,PHO,Rafael Addison,Syracuse,6,379,15,5.8,2.1,0.9,0.449,0.282,0.772,4.9,0.041,-3.8,-2.5
40,1986,ATL,Augusto Binelli,,,,,,,,,,,,,,
41,1986,DEN,Otis Smith,Jacksonville University,6,375,20.6,10.5,3.8,1.8,0.455,0.251,0.762,12.3,0.076,0.2,4.2
42,1986,ATL,Ron Kellogg,Kansas,,,,,,,,,,,,,
43,1986,HOU,Dave Feitl,Texas-El Paso,5,275,10.9,4.3,3,0.5,0.433,0,0.751,1.4,0.022,-5.8,-2.9
44,1986,PHI,David Wingate,Georgetown,15,740,17.9,5.6,1.9,1.9,0.445,0.272,0.738,11.7,0.042,-2.4,-1.2
45,1986,MIL,Keith Smith,Loyola Marymount University,1,42,11,3.3,0.8,1,0.38,0.333,0.75,0,-0.003,-5.5,-0.4
46,1986,PHO,Jeff Hornacek,Iowa State,14,1077,31.5,14.5,3.4,4.9,0.496,0.403,0.877,108.9,0.154,2.9,42.1
47,1986,NYK,Michael Jackson,Georgetown,3,89,10,2.1,0.8,2.2,0.369,0.273,0.675,-0.2,-0.011,-4.8,-0.6
48,1986,SAS,Forrest McKenzie,Loyola Marymount University,1,6,7,2.8,1.2,0.2,0.25,0.5,1,-0.2,-0.223,-16.8,-0.2
49,1986,POR,Juden Smith,Texas-El Paso,,,,,,,,,,,,,
50,1986,CLE,Kevin Henderson,Cal State Fullerton,2,22,10.7,3,1.1,1.5,0.393,0,0.607,-0.2,-0.038,-6.4,-0.3
51,1986,GSW,Mike Williams,Bradley,1,21,4.9,0.7,1.1,0.1,0.333,0,0.5,0,0.012,-7.4,-0.1
52,1986,CHI,Ricky Wilson,George Mason,1,24,17.5,5.2,1.1,2.9,0.391,0.385,0.725,0.3,0.032,-2.6,-0.1
53,1986,SEA,Tod Murphy,"University of California, Irvine",5,191,21.3,5.5,4.9,1,0.454,0.29,0.679,8,0.095,-1.5,0.6
54,1986,LAC,Dwayne Polee,Pepperdine,1,1,6,2,0,0,0.25,0,,0,-0.397,-22.3,0
55,1986,PHO,Kenny Gattison,Old Dominion,9,494,20.1,7.9,4.7,0.9,0.52,0.083,0.649,16.9,0.082,-2.4,-1.1
56,1986,PHI,Keith Colbert,Virginia Tech,,,,,,,,,,,,,
57,1986,SAC,Bruce Douglas,Illinois,1,8,12.3,1.8,1.8,2.1,0.292,0,0,-0.2,-0.082,-3,0
58,1986,WSB,Dave Henderson,Duke,1,22,16,5.7,1.6,1.5,0.405,0,0.681,-0.4,-0.058,-7.1,-0.4
59,1986,GSW,Wendell Alexis,Syracuse,,,,,,,,,,,,,
60,1986,POR,Dražen Petrović,,4,290,26.4,15.4,2.3,2.4,0.506,0.437,0.841,21.5,0.134,0.8,5.4
61,1986,UTA,John Shasky,Minnesota,3,136,11.1,3.8,2.8,0.3,0.466,0,0.655,2.5,0.079,-3.4,-0.5
62,1986,DAL,Anthony Welch,Illinois,,,,,,,,,,,,,
63,1986,UTA,Bill Breeding,Rocky Mountain College,,,,,,,,,,,,,
64,1986,DEN,Don Redden,LSU,,,,,,,,,,,,,
65,1986,ATL,Dave Hoppen,Nebraska,6,169,14.2,5,3.8,0.6,0.518,0.2,0.751,3.6,0.072,-4.2,-1.4
66,1986,HOU,Anthony Bowie,Oklahoma,8,461,18.1,6.4,2.2,1.8,0.475,0.318,0.824,12.3,0.07,-1.3,1.4
67,1986,PHI,Ron Rowan,St. John's,1,7,2.3,1.7,0.1,0.1,0.444,1,0.75,0,0.084,8.5,0
68,1986,MIL,Baskerville Holmes,Memphis,,,,,,,,,,,,,
69,1986,LAL,Andre Turner,Memphis,6,170,14.8,4.5,1.5,3.1,0.422,0.237,0.764,1.8,0.034,-2.3,-0.2
70,1986,ATL,Jim Les,Bradley,7,321,13.2,3.8,1.2,2.9,0.397,0.396,0.818,8.1,0.092,-0.7,1.4
71,1986,NYK,Calvin Thompson,Kansas,,,,,,,,,,,,,
72,1986,IND,Derrick Taylor,LSU,,,,,,,,,,,,,
73,1986,CLE,Warren Martin,UNC,,,,,,,,,,,,,
74,1986,CHI,Scott Meents,Illinois,2,39,5.2,1.8,1,0.4,0.361,1,0.704,0.1,0.017,-1.6,0
75,1986,GSW,Dan Bingenheimer,Missouri,,,,,,,,,,,,,
76,1986,SEA,Michael Graham,Georgetown,,,,,,,,,,,,,
77,1986,PHO,Grant Gondrezick,Pepperdine,2,91,11.9,5,1.6,1.3,0.438,0.25,0.687,0.8,0.036,-3,-0.3
78,1986,LAC,John Brownlee,Texas,,,,,,,,,,,,,
79,1986,SAS,Carlos Briggs,Baylor,,,,,,,,,,,,,
80,1986,SAC,Alvin Franklin,Houston,,,,,,,,,,,,,
81,1986,NJN,Steve Hale,UNC,,,,,,,,,,,,,
82,1986,WSB,Barry Mungar,St. Bonaventure,,,,,,,,,,,,,
83,1986,POR,David Shaffer,Florida State,,,,,,,,,,,,,
84,1986,UTA,Marty Embry,DePaul,,,,,,,,,,,,,
85,1986,DAL,Myron Jackson,Little Rock,1,8,2.8,1.4,0.4,0.8,0.222,,0.875,0,-0.104,-5.6,0
86,1986,DET,Chauncey Robinson,Mississippi State,,,,,,,,,,,,,
87,1986,DEN,Anthony Watson,San Diego State,,,,,,,,,,,,,
88,1986,ATL,Efrem Winters,Illinois,,,,,,,,,,,,,
89,1986,HOU,Conner Henry,UC Santa Barbara,2,93,8.1,3.3,0.9,1.1,0.378,0.379,0.757,0.1,0.007,-3.8,-0.3
90,1986,PHI,Wes Stallings,East Tennessee State University,,,,,,,,,,,,,
91,1986,SAC,Bob Beecher,Virginia Tech,,,,,,,,,,,,,
92,1986,LAL,Dale Blaney,West Virginia,,,,,,,,,,,,,
93,1986,BOS,Tony Benford,Texas Tech,,,,,,,,,,,,,
94,1986,NYK,Jerome Mincey,University of Alabama at Birmingham,,,,,,,,,,,,,
95,1986,IND,Richard Rellford,Michigan,1,4,10.5,4,1.8,0.3,0.625,,0.75,0,0.048,-1.8,0
96,1986,CLE,Ben Davis,Gardner-Webb University,,,,,,,,,,,,,
97,1986,GSW,Clinton Smith,Cleveland State University,2,46,8.4,2.9,1.3,1.1,0.43,0,0.714,0.3,0.035,-2.4,0
98,1986,CHI,Jimmy Gilbert,Texas A&M,,,,,,,,,,,,,
99,1986,SEA,Dominic Pressley,Boston College,1,13,9.5,1.8,1.2,2,0.29,0,0.556,-0.2,-0.069,-6.7,-0.1
100,1986,LAC,Steffond Johnson,San Diego State,1,29,8.1,2.6,1.5,0.2,0.422,0,0.526,-0.2,-0.037,-9.8,-0.5
101,1986,PHO,Greg Spurling,Carson-Newman College,,,,,,,,,,,,,
102,1986,SAS,Earl Kelley,UConn,,,,,,,,,,,,,
103,1986,SAC,Keith Morrison,Washington State,,,,,,,,,,,,,
104,1986,WSB,Paul Fortier,Washington,,,,,,,,,,,,,
105,1986,NJN,Archie Johnson,University of Alabama at Birmingham,,,,,,,,,,,,,
106,1986,POR,Jerry Adams,Oregon,,,,,,,,,,,,,
107,1986,UTA,Kerry Boagni,Cal State Fullerton,,,,,,,,,,,,,
108,1986,DAL,Jay Bilas,Duke,,,,,,,,,,,,,
109,1986,DET,Clarence Hanley,Old Dominion,,,,,,,,,,,,,
110,1986,DEN,Jon Collins,Eastern Illinois University,,,,,,,,,,,,,
111,1986,ATL,Nicky Jones,Virginia Commonwealth,,,,,,,,,,,,,
112,1986,HOU,Andre Banks,Iowa,,,,,,,,,,,,,
113,1986,PHI,Kevin Holmes,DePaul,,,,,,,,,,,,,
114,1986,MIL,Bobby Deaton,Southwstern University,,,,,,,,,,,,,
115,1986,LAL,Roger Harden,Kentucky,,,,,,,,,,,,,
116,1986,BOS,Dave Colbert,Dayton,,,,,,,,,,,,,
117,1986,NYK,Butch Wade,Michigan,,,,,,,,,,,,,
118,1986,IND,Jeff Hall,Louisville,,,,,,,,,,,,,
119,1986,CLE,Gilbert Wilburn,New Mexico State,,,,,,,,,,,,,
120,1986,CHI,Pete Myers,Little Rock,9,377,16,4.8,1.8,2.1,0.421,0.219,0.668,5.8,0.046,-2.5,-0.8
121,1986,GSW,Bobby Lee Hurt,Alabama,,,,,,,,,,,,,
122,1986,SEA,Curtis Kitchen,South Florida,1,6,5.2,1.5,1.5,0.2,0.5,0,0.75,0.1,0.217,4.8,0.1
123,1986,PHO,Jim McCaffrey,Holy Cross,,,,,,,,,,,,,
124,1986,LAC,Tim Kempton,Notre Dame,8,280,13.4,4.5,2.8,1.1,0.481,0,0.677,3.3,0.042,-3.8,-1.7
125,1986,SAS,Kevin Lewis,SMU,,,,,,,,,,,,,
126,1986,SAC,John Flowers,UNLV,,,,,,,,,,,,,
127,1986,NJN,Troy Webster,George Washington,,,,,,,,,,,,,
128,1986,WSB,Lorenzo Duncan,Sam Houston State University,,,,,,,,,,,,,
129,1986,POR,Tony Hampton,Montana State,,,,,,,,,,,,,
130,1986,UTA,Chuck Everson,Villanova,,,,,,,,,,,,,
131,1986,DAL,Greg Anderson,Lamar University,,,,,,,,,,,,,
132,1986,DET,Greg Grant,Utah State University,,,,,,,,,,,,,
133,1986,DEN,Anthony Frederick,Pepperdine,3,147,11.2,4.9,1.9,0.9,0.439,0.273,0.699,0.7,0.019,-2.5,-0.2
134,1986,ATL,Alexander Volkov,,2,149,16.5,6.8,2.6,2.2,0.455,0.333,0.613,4.5,0.087,0.5,1.5
135,1986,HOU,Robert Worthy,Myers University,,,,,,,,,,,,,
136,1986,PHI,Andre McCloud,Seton Hall,,,,,,,,,,,,,
137,1986,MIL,John Kimbrell,Lipscomb,,,,,,,,,,,,,
138,1986,LAL,Walter Downing,Marquette,,,,,,,,,,,,,
139,1986,BOS,Greg Wendt,Detroit Mercy,,,,,,,,,,,,,
140,1986,NYK,Duane Kendall,South Carolina,,,,,,,,,,,,,
141,1986,IND,Steve Woodside,Oregon State,,,,,,,,,,,,,
142,1986,CLE,Ralph Dalton,Georgetown,,,,,,,,,,,,,
143,1986,GSW,Steve Kenilvort,Santa Clara,,,,,,,,,,,,,
144,1986,CHI,Robert Henderson,Michigan,,,,,,,,,,,,,
145,1986,SEA,Glen McCants,Clemson,,,,,,,,,,,,,
146,1986,LAC,Johnny Brown,New Mexico,,,,,,,,,,,,,
147,1986,PHO,Damon Goodwin,Dayton,,,,,,,,,,,,,
148,1986,SAS,Michael Anderson,University of Texas-Pan American,,,,,,,,,,,,,
149,1986,SAC,Ron Rankin,SE Missouri State,,,,,,,,,,,,,
150,1986,WSB,Joe Price,Notre Dame,,,,,,,,,,,,,
151,1986,NJN,Jim Dolan,Notre Dame,,,,,,,,,,,,,
152,1986,POR,Randy Schiff,Linfield College,,,,,,,,,,,,,
153,1986,UTA,Mark Mitchell,University of Hartford,,,,,,,,,,,,,
154,1986,DAL,Kim Cooksey,Middle Tennessee,,,,,,,,,,,,,
155,1986,DET,Larry Polec,Michigan State,,,,,,,,,,,,,
156,1986,DEN,Mike Marshall,McNeese State University,,,,,,,,,,,,,
157,1986,ATL,Valerie Tikhonenko,,,,,,,,,,,,,,
158,1986,HOU,Rick Olson,Wisconsin,,,,,,,,,,,,,
159,1986,PHI,Dan Palombizio,Ball State University,,,,,,,,,,,,,
160,1986,MIL,Jeff Strong,Missouri,,,,,,,,,,,,,
161,1986,LAL,Mark Coleman,Mississippi Valley State University,,,,,,,,,,,,,
162,1986,BOS,Tom Ivey,Boston University,,,,,,,,,,,,,
1,1987,SAS,David Robinson,United States Naval Academy,14,987,34.7,21.1,10.6,2.5,0.518,0.25,0.736,178.7,0.25,7.5,82
2,1987,PHO,Armen Gilliam,UNLV,13,929,28.4,13.7,6.9,1.2,0.489,0,0.776,58.1,0.106,-0.7,8.8
3,1987,NJN,Dennis Hopson,Ohio State,5,334,22.5,10.9,2.8,1.6,0.431,0.271,0.765,7.1,0.046,-1.7,0.7
4,1987,LAC,Reggie Williams,Georgetown,10,599,26.7,12.5,4,2.5,0.437,0.298,0.784,26,0.078,0.2,8.9
5,1987,SEA,Scottie Pippen,University of Central Arkansas,17,1178,34.9,16.1,6.4,5.2,0.473,0.326,0.704,125.1,0.146,4.1,63.2
6,1987,SAC,Kenny Smith,UNC,10,737,30.1,12.8,2,5.5,0.48,0.399,0.829,46.8,0.101,0,11.2
7,1987,CLE,Kevin Johnson,California,12,735,34.1,17.9,3.3,9.1,0.493,0.305,0.841,92.8,0.178,3.9,37.3
8,1987,CHI,Olden Polynice,Virginia,15,1058,23.5,7.8,6.7,0.7,0.505,0.192,0.535,46.8,0.09,-2.3,-1.9
9,1987,SEA,Derrick McKey,Alabama,15,937,29.1,11,4.7,2.4,0.486,0.316,0.779,61.8,0.109,1,20.4
10,1987,CHI,Horace Grant,Clemson,17,1165,33.2,11.2,8.1,2.2,0.509,0.063,0.692,118.2,0.147,1.4,33.1
11,1987,IND,Reggie Miller,UCLA,18,1389,34.3,18.2,3,3,0.471,0.395,0.888,174.4,0.176,3.5,66.1
12,1987,WSB,Muggsy Bogues,Wake Forest,14,889,28.6,7.7,2.6,7.6,0.458,0.278,0.827,54,0.102,0.8,17.9
13,1987,LAC,Joe Wolf,UNC,11,592,16.3,4.2,3.3,1,0.423,0.164,0.77,3.5,0.017,-4.8,-6.7
14,1987,GSW,Tellis Frank,Western Kentucky,5,264,17.8,6.5,3.9,1,0.439,0,0.741,4,0.041,-4.1,-2.5
15,1987,UTA,José Ortiz,Oregon State,2,64,6.1,2.9,1.1,0.3,0.443,0.333,0.596,0,0.002,-6.4,-0.4
16,1987,PHI,Chris Welp,Washington,3,109,10.8,3.3,2.4,0.4,0.446,0,0.681,1,0.042,-5,-0.9
17,1987,POR,Ronnie Murphy,Jacksonville University,1,18,4.9,2,0.6,0.3,0.286,0.25,0.636,-0.2,-0.13,-11.5,-0.2
18,1987,NYK,Mark Jackson,St. John's,17,1296,30.2,9.6,3.8,8,0.447,0.332,0.77,91.8,0.113,1.8,37.5
19,1987,LAC,Ken Norman,Illinois,10,646,29.4,13.5,6.1,2.1,0.486,0.312,0.567,27.1,0.069,-1,4.9
20,1987,DAL,Jim Farmer,Alabama,5,136,10.7,5.3,1.4,0.8,0.428,0.282,0.73,0.7,0.024,-4.3,-0.8
21,1987,ATL,Dallas Comegys,DePaul,2,142,15.8,6,3.2,0.7,0.457,0,0.682,1.1,0.024,-3.6,-0.9
22,1987,BOS,Reggie Lewis,Northeastern University,6,450,32.6,17.6,4.3,2.6,0.488,0.2,0.824,38.9,0.127,1.4,12.5
23,1987,SAS,Greg Anderson,Houston,10,680,20.6,7.3,6.2,0.6,0.492,0.087,0.557,18.7,0.064,-3,-3.7
24,1987,DET,Fred Banks,UNLV,,,,,,,,,,,,,
25,1987,NYK,Ron Moore,West Virginia State University,1,14,4.2,1.7,0.6,0.1,0.31,,0.75,-0.1,-0.074,-12.5,-0.2
26,1987,DAL,Steve Alford,Indiana,4,169,9.7,4.4,0.9,1,0.459,0.324,0.87,3.2,0.093,-1,0.4
27,1987,SAS,Nate Blackwell,Temple,1,10,11.2,3.7,0.6,1.8,0.366,0.182,0.833,-0.1,-0.045,-7.2,-0.1
28,1987,CHI,Rickie Winslow,Houston,1,7,6.4,1,1,0.3,0.231,0,0.5,-0.2,-0.165,-14.8,-0.1
29,1987,POR,Lester Fonville,Jackson State University,,,,,,,,,,,,,
30,1987,POR,Nikita Wilson,LSU,1,15,3.6,1.3,0.7,0.2,0.304,,0.833,-0.1,-0.099,-11.3,-0.1
31,1987,DEN,Andre Moore,Loyola Chicago,1,10,5,2.4,1.4,0.6,0.333,,0.75,0,-0.013,-6,-0.1
32,1987,MIL,Bob McCann,Morehead State University,5,178,13.4,4.2,2.6,0.6,0.479,0.2,0.577,2,0.041,-3.8,-1.1
33,1987,CHI,Tony White,Tennessee,1,49,11.9,5.3,0.6,1.2,0.446,0,0.722,-0.3,-0.025,-5.4,-0.5
34,1987,IND,Brian Rowsom,UNC Wilmington,3,82,13.3,5.6,3.3,0.6,0.455,0.667,0.818,2.4,0.107,-1.6,0.1
35,1987,HOU,Doug Lee,Purdue,3,73,5.7,2.3,0.6,0.4,0.412,0.31,0.7,0.7,0.086,-2.4,0
36,1987,WSB,Duane Washington,Middle Tennessee,2,19,9.7,2.8,1.3,2.1,0.383,0.5,0.8,0.4,0.092,0.4,0.1
37,1987,WSB,Derrick Dowell,USC,,,,,,,,,,,,,
38,1987,LAC,Norris Coleman,Kansas State,1,29,14.9,5.3,2.8,0.4,0.346,0.5,0.556,-0.4,-0.046,-7.1,-0.6
39,1987,PHI,Vincent Askew,Memphis,9,467,20,7.1,2.5,2.2,0.479,0.3,0.754,22.1,0.113,0,4.7
40,1987,MIL,Winston Garland,Missouri State University,7,511,26.2,9.4,2.8,4.7,0.43,0.281,0.83,14.2,0.051,-1.6,1.3
41,1987,CLE,Kannard Johnson,Western Kentucky,1,4,3,0.5,0,0,0.333,,,-0.1,-0.238,-9.7,0
42,1987,ATL,Terence Bailey,Wagner College,,,,,,,,,,,,,
43,1987,PHI,Andrew Kennedy,Virginia,,,,,,,,,,,,,
44,1987,ATL,Terry Coner,Alabama,,,,,,,,,,,,,
45,1987,BOS,Brad Lohaus,Iowa,11,656,15.8,5.9,2.8,1.1,0.44,0.361,0.733,15.2,0.07,-0.7,3.5
46,1987,PHO,Bruce Dalrymple,Georgia Tech,,,,,,,,,,,,,
47,1987,LAC,Tim McCalister,Oklahoma,,,,,,,,,,,,,
48,1987,NJN,Jamie Waller,Virginia Union University,1,9,10.1,4.7,1.4,0.3,0.4,0,0.556,-0.2,-0.097,-7.1,-0.1
49,1987,NYK,Jerome Batiste,McNeese State University,,,,,,,,,,,,,
50,1987,SAS,Phil Zevenbergen,Washington,1,8,7.3,3.8,1.6,0.4,0.556,,0,0,0.041,-2.4,0
51,1987,SAC,Sven Myer,Oregon,,,,,,,,,,,,,
52,1987,CLE,Donald Royal,Notre Dame,8,504,16.8,6.3,2.8,1,0.473,0,0.77,19.1,0.109,-1.6,0.9
53,1987,PHO,Winston Crite,Texas A&M,2,31,8.5,2.8,2.1,0.5,0.479,,0.76,0.1,0.012,-5.5,-0.2
54,1987,DEN,Tom Schafer,Iowa State,,,,,,,,,,,,,
55,1987,SEA,Tommy Amaker,Duke,,,,,,,,,,,,,
56,1987,CHI,John Fox,Millersville,,,,,,,,,,,,,
57,1987,PHI,Hansi Gnad,University of Alaska Anchorage,,,,,,,,,,,,,
58,1987,GSW,Darryl Johnson,Michigan State,1,11,2.5,1.1,0.2,0.1,0.417,0,1,0,0.01,-8.4,0
59,1987,WSB,Danny Pearson,Jacksonville University,,,,,,,,,,,,,
60,1987,IND,Sean Couch,Columbia University,,,,,,,,,,,,,
61,1987,UTA,Clarence Martin,Western Kentucky,,,,,,,,,,,,,
62,1987,PHI,Eric Riggins,Rutgers University,,,,,,,,,,,,,
63,1987,POR,Kevin Gamble,Iowa,10,649,22.4,9.5,2.2,2,0.502,0.36,0.81,33.3,0.11,0.2,8.1
64,1987,MIL,J. J. Weber,Wisconsin,,,,,,,,,,,,,
65,1987,DET,Eric White,Pepperdine,2,55,14.3,6.1,2.4,0.5,0.525,1,0.798,1.3,0.079,-3.1,-0.2
66,1987,DAL,Mike Richmond,Texas-El Paso,,,,,,,,,,,,,
67,1987,ATL,Song Tao,,,,,,,,,,,,,,
68,1987,UTA,Billy Donovan,Providence,1,44,8.3,2.4,0.6,2,0.404,0,0.81,-0.1,-0.009,-3.7,-0.2
69,1987,LAL,Willie Glass,St. John's,,,,,,,,,,,,,
70,1987,BOS,Tom Sheehey,Virginia,,,,,,,,,,,,,
71,1987,NYK,Mike Morgan,Drake University,,,,,,,,,,,,,
72,1987,NJN,Andrew Moten,Florida,,,,,,,,,,,,,
73,1987,SAS,Todd May,Pikeville College,,,,,,,,,,,,,
74,1987,SAC,Joe Arlauckas,Niagara University,1,9,9.4,3.8,1.4,0.9,0.326,,0.75,-0.1,-0.045,-6.8,-0.1
75,1987,CLE,Chris Dudley,Yale,16,886,18.4,3.9,6.2,0.4,0.412,0,0.458,26.2,0.077,-3,-4.2
76,1987,PHO,Steve Beck,Arizona State,,,,,,,,,,,,,
77,1987,DEN,David Boone,Marquette,,,,,,,,,,,,,
78,1987,SEA,Todd Linder,University of Tampa,,,,,,,,,,,,,
79,1987,CHI,Jack Haley,UCLA,9,341,9.6,3.5,2.7,0.2,0.425,0,0.655,2.9,0.042,-6.7,-3.9
80,1987,CLE,Carven Holcomb,TCU,,,,,,,,,,,,,
81,1987,WSB,Scott Thompson,University of San Diego,,,,,,,,,,,,,
82,1987,HOU,Joe Niego,Lewis (IL),,,,,,,,,,,,,
83,1987,GSW,Benny Bolton,NC State,,,,,,,,,,,,,
84,1987,UTA,Reuben Holmes,Alabama State University,,,,,,,,,,,,,
85,1987,PHI,Brian Rahilly,Tulsa,,,,,,,,,,,,,
86,1987,POR,Norwood Barber,Florida State,,,,,,,,,,,,,
87,1987,MIL,Darryl Bedford,Austin Peay State University,,,,,,,,,,,,,
88,1987,DET,Dave Popson,UNC,3,41,4.8,1.9,1.1,0.3,0.405,0,0.75,-0.1,-0.033,-7.7,-0.3
89,1987,DAL,David Johnson,Oklahoma,,,,,,,,,,,,,
90,1987,ATL,Theofanis Christodoulou,,,,,,,,,,,,,,
91,1987,BOS,Darryl Kennedy,Oklahoma,,,,,,,,,,,,,
92,1987,LAL,Ralph Tally,Norfolk State,,,,,,,,,,,,,
93,1987,LAC,Chad Kessler,Georgia,,,,,,,,,,,,,
94,1987,NJN,James Blackmon,Kentucky,,,,,,,,,,,,,
95,1987,NYK,Glenn Clem,Vanderbilt,,,,,,,,,,,,,
96,1987,SAS,Dennis Williams,Georgia,,,,,,,,,,,,,
97,1987,SAC,Vernon Carr,Michigan State,,,,,,,,,,,,,
98,1987,CLE,Carl Lott,TCU,,,,,,,,,,,,,
99,1987,PHO,Brent Counts,University of the Pacific,,,,,,,,,,,,,
100,1987,DEN,Ron Grandison,New Orleans,4,105,8.3,2.4,1.6,0.6,0.404,0.167,0.713,1.2,0.064,-2.6,-0.1
101,1987,SEA,Michael Tait,Clemson,,,,,,,,,,,,,
102,1987,CHI,Anthony Wilson,LSU,,,,,,,,,,,,,
103,1987,IND,Mike Milling,UNC Charlotte,,,,,,,,,,,,,
104,1987,HOU,Andre LaFleur,Northeastern University,,,,,,,,,,,,,
105,1987,GSW,Terry Williams,SMU,,,,,,,,,,,,,
106,1987,WSB,Patrick Fairs,Texas,,,,,,,,,,,,,
107,1987,UTA,Bart Kofoed,University of Nebraska at Kearney,5,111,6.3,1.5,0.5,1,0.387,0.188,0.614,0,0.002,-5.1,-0.6
108,1987,PHI,Frank Ross,American University,,,,,,,,,,,,,
109,1987,POR,David Moss,Tulsa,,,,,,,,,,,,,
110,1987,MIL,Brian Vaughns,UC Santa Barbara,,,,,,,,,,,,,
111,1987,DET,Gerry Wright,Iowa,,,,,,,,,,,,,
112,1987,DAL,Sam Hill,Iowa State,,,,,,,,,,,,,
113,1987,ATL,Jose Antonio Montero,,,,,,,,,,,,,,
114,1987,BOS,Dave Butler,California,,,,,,,,,,,,,
115,1987,LAL,Kenny Travis,New Mexico State,,,,,,,,,,,,,
116,1987,LAC,Martin Nessley,Duke,1,44,7.6,1.1,1.9,0.4,0.385,,0.444,-0.1,-0.014,-8.2,-0.5
117,1987,NYK,Howard Triche,Syracuse,,,,,,,,,,,,,
118,1987,NJN,Perry Bromwell,Penn,,,,,,,,,,,,,
119,1987,SAS,Ricky Brown,University of South Alabama,,,,,,,,,,,,,
120,1987,SAC,Darryl Thomas,Indiana,,,,,,,,,,,,,
121,1987,CLE,Harold Jensen,Villanova,,,,,,,,,,,,,
122,1987,PHO,Marcel Boyce,University of Akron,,,,,,,,,,,,,
123,1987,DEN,Kelvin Scarborough,New Mexico,,,,,,,,,,,,,
124,1987,SEA,Tom Gneiting,BYU,,,,,,,,,,,,,
125,1987,CHI,Doug Altenberger,Illinois,,,,,,,,,,,,,
126,1987,IND,Gary Graham,UNLV,,,,,,,,,,,,,
